GeneId	TranscriptId	GeneName
ENSG00000164070	ENST00000296464	HSPA4L
ENSG00000011465	ENST00000052754	DCN
ENSG00000111490	ENST00000539867	TBC1D30
ENSG00000273136	ENST00000620612	NBPF26
ENSG00000040608	ENST00000043402	RTN4R
ENSG00000241822	ENST00000442105	LY6G6F
ENSG00000196754	ENST00000368708	S100A2
ENSG00000226187	ENST00000469626	LY6G6E
ENSG00000182446	ENST00000331134	NPLOC4
ENSG00000196159	ENST00000394329	FAT4
ENSG00000182612	ENST00000574882	TSPAN10
ENSG00000211452	ENST00000361921	DIO1
ENSG00000203857	ENST00000369413	HSD3B1
ENSG00000203859	ENST00000543831	HSD3B2
ENSG00000120656	ENST00000263974	TAF12
ENSG00000188060	ENST00000373826	RAB42
ENSG00000119681	ENST00000261978	LTBP2
ENSG00000169704	ENST00000307395	GP9
ENSG00000155893	ENST00000286353	PXYLP1
ENSG00000131652	ENST00000326266	THOC6
ENSG00000011275	ENST00000389902	RNF216
ENSG00000135678	ENST00000551568	CPM
ENSG00000213471	ENST00000438251	TTLL13P
ENSG00000170439	ENST00000394252	METTL7B
ENSG00000284981	ENST00000644544	UPK3BL2
ENSG00000285437	ENST00000621093	POLR2J3
ENSG00000161558	ENST00000293261	TMEM143
ENSG00000174473	ENST00000506823	GALNTL6
ENSG00000139324	ENST00000266712	TMTC3
ENSG00000105808	ENST00000262940	RASA4
ENSG00000114120	ENST00000324194	SLC25A36
ENSG00000139350	ENST00000557644	NEDD1
ENSG00000189157	ENST00000424749	FAM47E
ENSG00000159352	ENST00000368881	PSMD4
ENSG00000184954	ENST00000327335	OR6C70
ENSG00000179695	ENST00000641202	OR6C2
ENSG00000227472	ENST00000426996	TRIM10
ENSG00000104731	ENST00000270583	KLHDC4
ENSG00000091831	ENST00000440973	ESR1
ENSG00000204480	ENST00000376101	PRAMEF19
ENSG00000233841	ENST00000424832	HLA-C
ENSG00000186118	ENST00000334122	TEX38
ENSG00000141367	ENST00000621829	CLTC
ENSG00000188056	ENST00000341495	TREML4
ENSG00000177879	ENST00000316788	AP3S1
ENSG00000106483	ENST00000436072	SFRP4
ENSG00000184351	ENST00000390689	KRTAP19-1
ENSG00000068971	ENST00000164133	PPP2R5B
ENSG00000112739	ENST00000337659	PRPF4B
ENSG00000167778	ENST00000301463	SPRYD3
ENSG00000100836	ENST00000216727	PABPN1
ENSG00000118620	ENST00000261560	ZNF430
ENSG00000160310	ENST00000397637	PRMT2
ENSG00000112195	ENST00000483722	TREML2
ENSG00000183396	ENST00000330862	TMEM89
ENSG00000124216	ENST00000244050	SNAI1
ENSG00000158710	ENST00000368096	TAGLN2
ENSG00000085449	ENST00000233055	WDFY1
ENSG00000135837	ENST00000367607	CEP350
ENSG00000116514	ENST00000373456	RNF19B
ENSG00000133597	ENST00000072869	ADCK2
ENSG00000135387	ENST00000341394	CAPRIN1
ENSG00000101782	ENST00000339486	RIOK3
ENSG00000170561	ENST00000382611	IRX2
ENSG00000275543	ENST00000617552	MPV17L
ENSG00000099991	ENST00000398319	CABIN1
ENSG00000011566	ENST00000263881	MAP4K3
ENSG00000132703	ENST00000255040	APCS
ENSG00000241713	ENST00000480530	LY6G5B
ENSG00000122707	ENST00000377966	RECK
ENSG00000178690	ENST00000321600	DYNAP
ENSG00000228867	ENST00000449041	NRM
ENSG00000136710	ENST00000259229	CCDC115
ENSG00000143340	ENST00000341785	FAM163A
ENSG00000131142	ENST00000390669	CCL25
ENSG00000279000	ENST00000642108	OR10A6
ENSG00000162782	ENST00000444136	TDRD5
ENSG00000065615	ENST00000369681	CYB5R4
ENSG00000157764	ENST00000646891	BRAF
ENSG00000227402	ENST00000456261	SLC39A7
ENSG00000255833	ENST00000537858	TIFAB
ENSG00000250722	ENST00000514985	SELENOP
ENSG00000278304	ENST00000612447	KIR2DS1
ENSG00000167395	ENST00000300850	ZNF646
ENSG00000111642	ENST00000544040	CHD4
ENSG00000204628	ENST00000512805	RACK1
ENSG00000255223	ENST00000528616	OR5M11
ENSG00000130203	ENST00000252486	APOE
ENSG00000130643	ENST00000252939	CALY
ENSG00000057252	ENST00000367619	SOAT1
ENSG00000184557	ENST00000330871	SOCS3
ENSG00000144369	ENST00000304698	FAM171B
ENSG00000197165	ENST00000395630	SULT1A2
ENSG00000198740	ENST00000362063	ZNF652
ENSG00000176679	ENST00000559055	TGIF2LY
ENSG00000204969	ENST00000526136	PCDHA2
ENSG00000130748	ENST00000253047	TMEM160
ENSG00000158480	ENST00000422556	SPATA2
ENSG00000113732	ENST00000519374	ATP6V0E1
ENSG00000049768	ENST00000376207	FOXP3
ENSG00000168288	ENST00000428879	MMADHC
ENSG00000055044	ENST00000264279	NOP58
ENSG00000138448	ENST00000261023	ITGAV
ENSG00000180957	ENST00000634017	PITPNB
ENSG00000139970	ENST00000267484	RTN1
ENSG00000077800	ENST00000252037	FKBP6
ENSG00000142530	ENST00000600100	FAM71E1
ENSG00000274247	ENST00000616256	PRSS1
ENSG00000137252	ENST00000615358	HCRTR2
ENSG00000104980	ENST00000270538	TIMM44
ENSG00000176476	ENST00000317058	SGF29
ENSG00000206291	ENST00000383224	HLA-DPA1
ENSG00000275052	ENST00000616407	PPP4R3B
ENSG00000129083	ENST00000249923	COPB1
ENSG00000172489	ENST00000303059	OR5T3
ENSG00000276910	ENST00000628423	GTF2H2
ENSG00000228712	ENST00000427295	HSD17B8
ENSG00000230347	ENST00000457977	CT47A8
ENSG00000205220	ENST00000358514	PSMB10
ENSG00000137575	ENST00000523483	SDCBP
ENSG00000119457	ENST00000374228	SLC46A2
ENSG00000175482	ENST00000312419	POLD4
ENSG00000171130	ENST00000421974	ATP6V0E2
ENSG00000134046	ENST00000256429	MBD2
ENSG00000233151	ENST00000456152	CYP21A2
ENSG00000184792	ENST00000332585	OSBP2
ENSG00000162972	ENST00000295079	MAIP1
ENSG00000204475	ENST00000340027	NCR3
ENSG00000185640	ENST00000330553	KRT79
ENSG00000187612	ENST00000344514	OR5W2
ENSG00000262045	ENST00000571312	KRT34
ENSG00000150787	ENST00000280362	PTS
ENSG00000180776	ENST00000400590	ZDHHC20
ENSG00000158055	ENST00000350501	GRHL3
ENSG00000224168	ENST00000445679	TRIM31
ENSG00000181523	ENST00000326317	SGSH
ENSG00000112312	ENST00000230056	GMNN
ENSG00000124664	ENST00000374037	SPDEF
ENSG00000205030	ENST00000378397	OR5L2
ENSG00000133460	ENST00000611880	SLC2A11
ENSG00000186130	ENST00000373659	ZBTB6
ENSG00000144381	ENST00000388968	HSPD1
ENSG00000214842	ENST00000399080	RAD51AP2
ENSG00000169032	ENST00000307102	MAP2K1
ENSG00000067082	ENST00000497571	KLF6
ENSG00000164850	ENST00000397092	GPER1
ENSG00000132383	ENST00000254719	RPA1
ENSG00000076944	ENST00000441779	STXBP2
ENSG00000075131	ENST00000261881	TIPIN
ENSG00000172867	ENST00000309680	KRT2
ENSG00000147130	ENST00000314425	ZMYM3
ENSG00000121380	ENST00000308721	BCL2L14
ENSG00000149295	ENST00000362072	DRD2
ENSG00000232810	ENST00000449264	TNF
ENSG00000205669	ENST00000381139	ACOT6
ENSG00000174339	ENST00000307832	OR2Y1
ENSG00000180855	ENST00000301547	ZNF443
ENSG00000175097	ENST00000618712	RAG2
ENSG00000161542	ENST00000446526	PRPSAP1
ENSG00000205730	ENST00000381440	ITPRIPL2
ENSG00000137504	ENST00000527447	CREBZF
ENSG00000133805	ENST00000396554	AMPD3
ENSG00000177098	ENST00000324727	SCN4B
ENSG00000145241	ENST00000273853	CENPC
ENSG00000167608	ENST00000617472	TMC4
ENSG00000215262	ENST00000399881	KCNU1
ENSG00000145020	ENST00000273588	AMT
ENSG00000130433	ENST00000252729	CACNG6
ENSG00000112308	ENST00000378119	C6orf62
ENSG00000106258	ENST00000222982	CYP3A5
ENSG00000224212	ENST00000439781	TAP1
ENSG00000175104	ENST00000526995	TRAF6
ENSG00000048828	ENST00000277165	FAM120A
ENSG00000276387	ENST00000621135	KIR2DS1
ENSG00000124003	ENST00000446656	MOGAT1
ENSG00000175691	ENST00000314531	ZNF77
ENSG00000164946	ENST00000422223	FREM1
ENSG00000142408	ENST00000270458	CACNG8
ENSG00000283992	ENST00000317543	SLURP2
ENSG00000021826	ENST00000430249	CPS1
ENSG00000240118	ENST00000383114	PSMB9
ENSG00000104331	ENST00000262644	IMPAD1
ENSG00000116120	ENST00000281828	FARSB
ENSG00000119673	ENST00000238651	ACOT2
ENSG00000104611	ENST00000265807	SH2D4A
ENSG00000180155	ENST00000614491	LYNX1
ENSG00000169432	ENST00000409672	SCN9A
ENSG00000156127	ENST00000286639	BATF
ENSG00000049245	ENST00000054666	VAMP3
ENSG00000276423	ENST00000621353	KIR3DL1
ENSG00000020129	ENST00000373243	NCDN
ENSG00000104267	ENST00000285379	CA2
ENSG00000230034	ENST00000446762	PSMB8
ENSG00000123213	ENST00000380985	NLN
ENSG00000147869	ENST00000380911	CER1
ENSG00000085063	ENST00000642928	CD59
ENSG00000226618	ENST00000414956	PRRC2A
ENSG00000154162	ENST00000382254	CDH12
ENSG00000242715	ENST00000503173	CCDC169
ENSG00000119844	ENST00000238855	AFTPH
ENSG00000179761	ENST00000323372	PIPOX
ENSG00000198814	ENST00000427190	GK
ENSG00000113595	ENST00000231524	TRIM23
ENSG00000125844	ENST00000377807	RRBP1
ENSG00000196526	ENST00000420658	AFAP1
ENSG00000110427	ENST00000321505	KIAA1549L
ENSG00000144026	ENST00000295208	ZNF514
ENSG00000037280	ENST00000261937	FLT4
ENSG00000079263	ENST00000392045	SP140
ENSG00000249242	ENST00000515780	TMEM150C
ENSG00000106304	ENST00000340011	SPAM1
ENSG00000178597	ENST00000319098	PSAPL1
ENSG00000118492	ENST00000397944	ADGB
ENSG00000187905	ENST00000442047	LRRC74B
ENSG00000120054	ENST00000370418	CPN1
ENSG00000164038	ENST00000394785	SLC9B2
ENSG00000171004	ENST00000521489	HS6ST2
ENSG00000136205	ENST00000311160	TNS3
ENSG00000181031	ENST00000331302	RPH3AL
ENSG00000196166	ENST00000358138	C8orf86
ENSG00000274349	ENST00000612867	ZNF658
ENSG00000105220	ENST00000588991	GPI
ENSG00000275837	ENST00000629690	SMARCB1
ENSG00000148680	ENST00000336152	HTR7
ENSG00000137275	ENST00000259808	RIPK1
ENSG00000155428	ENST00000285805	TRIM74
ENSG00000124089	ENST00000243911	MC3R
ENSG00000146232	ENST00000275015	NFKBIE
ENSG00000115137	ENST00000264711	DNAJC27
ENSG00000275822	ENST00000616307	NCR1
ENSG00000274796	ENST00000613653	TSEN34
ENSG00000276145	ENST00000611088	TARM1
ENSG00000276066	ENST00000612436	VSTM1
ENSG00000179059	ENST00000326866	ZFP42
ENSG00000117598	ENST00000263177	PLPPR5
ENSG00000204954	ENST00000378090	C12orf73
ENSG00000089154	ENST00000300648	GCN1
ENSG00000198746	ENST00000361720	GPATCH3
ENSG00000136011	ENST00000388887	STAB2
ENSG00000163352	ENST00000392487	LENEP
ENSG00000174946	ENST00000309180	GPR171
ENSG00000119608	ENST00000556489	PROX2
ENSG00000119596	ENST00000325680	YLPM1
ENSG00000198812	ENST00000361484	LRRC10
ENSG00000163239	ENST00000368480	TDRD10
ENSG00000093183	ENST00000264454	SEC22C
ENSG00000235905	ENST00000429524	TRIM15
ENSG00000091704	ENST00000011292	CPA1
ENSG00000162390	ENST00000371316	ACOT11
ENSG00000266714	ENST00000610510	MYO15B
ENSG00000181788	ENST00000312960	SIAH2
ENSG00000131711	ENST00000296755	MAP1B
ENSG00000236980	ENST00000545770	C3orf84
ENSG00000186766	ENST00000388920	FOXI2
ENSG00000231051	ENST00000504543	USP17L28
ENSG00000182973	ENST00000454516	CNOT10
ENSG00000188800	ENST00000372766	TMCO2
ENSG00000117000	ENST00000372771	RLF
ENSG00000007237	ENST00000432992	GAS7
ENSG00000075223	ENST00000265361	SEMA3C
ENSG00000139977	ENST00000556492	NAA30
ENSG00000259511	ENST00000558195	UBE2Q2L
ENSG00000166086	ENST00000299106	JAM3
ENSG00000128510	ENST00000222482	CPA4
ENSG00000145191	ENST00000273783	EIF2B5
ENSG00000187510	ENST00000638590	PLEKHG7
ENSG00000090534	ENST00000647395	THPO
ENSG00000158516	ENST00000222481	CPA2
ENSG00000228425	ENST00000441058	VPS52
ENSG00000234794	ENST00000411524	HLA-DRA
ENSG00000198019	ENST00000369384	FCGR1B
ENSG00000263353	ENST00000577856	PPIAL4A
ENSG00000088280	ENST00000336689	ASAP3
ENSG00000225312	ENST00000454191	HSD17B8
ENSG00000164125	ENST00000393807	FAM198B
ENSG00000231003	ENST00000428302	MPIG6B
ENSG00000184330	ENST00000368729	S100A7A
ENSG00000172238	ENST00000306011	ATOH1
ENSG00000203783	ENST00000368744	PRR9
ENSG00000161835	ENST00000293662	GRASP
ENSG00000154175	ENST00000284322	ABI3BP
ENSG00000225556	ENST00000454109	C2CD4D
ENSG00000080854	ENST00000533871	IGSF9B
ENSG00000174837	ENST00000312053	ADGRE1
ENSG00000168806	ENST00000305641	LCMT2
ENSG00000159140	ENST00000356577	SON
ENSG00000184305	ENST00000509176	CCSER1
ENSG00000204538	ENST00000259845	PSORS1C2
ENSG00000204539	ENST00000376288	CDSN
ENSG00000152784	ENST00000339711	PRDM8
ENSG00000159495	ENST00000452443	TGM7
ENSG00000256223	ENST00000248211	ZNF10
ENSG00000261796	ENST00000418265	ISY1-RAB43
ENSG00000240682	ENST00000273541	ISY1
ENSG00000186792	ENST00000336307	HYAL3
ENSG00000197093	ENST00000360039	GAL3ST4
ENSG00000144357	ENST00000418381	UBR3
ENSG00000185043	ENST00000612800	CIB1
ENSG00000178573	ENST00000326043	MAF
ENSG00000135441	ENST00000548925	BLOC1S1
ENSG00000161013	ENST00000337755	MGAT4B
ENSG00000185989	ENST00000334062	RASA3
ENSG00000169018	ENST00000306917	FEM1B
ENSG00000168672	ENST00000304916	FAM84B
ENSG00000089234	ENST00000419234	BRAP
ENSG00000275300	ENST00000616108	MCCC2
ENSG00000143398	ENST00000368888	PIP5K1A
ENSG00000075785	ENST00000265062	RAB7A
ENSG00000140030	ENST00000267549	GPR65
ENSG00000162368	ENST00000371873	CMPK1
ENSG00000204478	ENST00000316412	PRAMEF20
ENSG00000236222	ENST00000432609	WDR46
ENSG00000070601	ENST00000539465	FRMPD1
ENSG00000119655	ENST00000555619	NPC2
ENSG00000188596	ENST00000524981	CFAP54
ENSG00000239457	ENST00000456406	HLA-DOB
ENSG00000151503	ENST00000534548	NCAPD3
ENSG00000183214	ENST00000400325	MICA
ENSG00000144230	ENST00000544369	GPR17
ENSG00000114859	ENST00000265593	CLCN2
ENSG00000184897	ENST00000333762	H1FX
ENSG00000163380	ENST00000420581	LMOD3
ENSG00000102189	ENST00000322349	EEA1
ENSG00000171847	ENST00000538603	FAM90A1
ENSG00000214215	ENST00000397833	C12orf74
ENSG00000100422	ENST00000216264	CERK
ENSG00000173517	ENST00000560626	PEAK1
ENSG00000228080	ENST00000419393	HLA-DRB1
ENSG00000223367	ENST00000457341	RPS18
ENSG00000173702	ENST00000616727	MUC13
ENSG00000197956	ENST00000368720	S100A6
ENSG00000163209	ENST00000331860	SPRR3
ENSG00000075539	ENST00000358350	FRYL
ENSG00000184500	ENST00000394236	PROS1
ENSG00000006047	ENST00000007699	YBX2
ENSG00000049283	ENST00000268933	EPN3
ENSG00000142700	ENST00000404795	DMRTA2
ENSG00000116874	ENST00000235521	WARS2
ENSG00000140600	ENST00000324537	SH3GL3
ENSG00000004866	ENST00000265437	ST7
ENSG00000136518	ENST00000429709	ACTL6A
ENSG00000114744	ENST00000473414	COMMD2
ENSG00000117399	ENST00000372462	CDC20
ENSG00000169903	ENST00000305354	TM4SF4
ENSG00000203943	ENST00000370673	SAMD13
ENSG00000196937	ENST00000359943	FAM3C
ENSG00000138685	ENST00000264498	FGF2
ENSG00000143442	ENST00000271715	POGZ
ENSG00000175105	ENST00000636215	ZNF654
ENSG00000173218	ENST00000355485	VANGL1
ENSG00000175857	ENST00000396776	GAPT
ENSG00000134200	ENST00000256592	TSHB
ENSG00000071189	ENST00000428135	SNX13
ENSG00000100721	ENST00000402399	TCL1A
ENSG00000235960	ENST00000427091	TRIM15
ENSG00000179097	ENST00000319595	HTR1F
ENSG00000157193	ENST00000306052	LRP8
ENSG00000157766	ENST00000439576	ACAN
ENSG00000142794	ENST00000318249	NBPF3
ENSG00000109576	ENST00000509167	AADAT
ENSG00000114656	ENST00000265068	KIAA1257
ENSG00000166206	ENST00000311550	GABRB3
ENSG00000065371	ENST00000184183	ROPN1
ENSG00000136535	ENST00000389554	TBR1
ENSG00000177692	ENST00000617313	DNAJC28
ENSG00000163157	ENST00000295314	TMOD4
ENSG00000197706	ENST00000343870	OR6C74
ENSG00000185345	ENST00000366898	PRKN
ENSG00000179919	ENST00000326258	OR10A7
ENSG00000249860	ENST00000512524	MTRNR2L5
ENSG00000005075	ENST00000292614	POLR2J
ENSG00000107371	ENST00000327304	EXOSC3
ENSG00000145113	ENST00000463781	MUC4
ENSG00000086300	ENST00000446848	SNX10
ENSG00000177694	ENST00000454872	NAALADL2
ENSG00000142534	ENST00000270625	RPS11
ENSG00000160999	ENST00000536178	SH2B2
ENSG00000135094	ENST00000257549	SDS
ENSG00000182183	ENST00000517870	SHISAL2A
ENSG00000117362	ENST00000369109	APH1A
ENSG00000159658	ENST00000371933	EFCAB14
ENSG00000135447	ENST00000257905	PPP1R1A
ENSG00000118292	ENST00000369102	C1orf54
ENSG00000188984	ENST00000359318	AADACL3
ENSG00000148303	ENST00000323345	RPL7A
ENSG00000081019	ENST00000261441	RSBN1
ENSG00000114349	ENST00000232461	GNAT1
ENSG00000158234	ENST00000338446	FAIM
ENSG00000118655	ENST00000369563	DCLRE1B
ENSG00000198075	ENST00000272452	SULT1C4
ENSG00000196850	ENST00000354300	PPTC7
ENSG00000204518	ENST00000376221	AADACL4
ENSG00000138646	ENST00000264350	HERC5
ENSG00000114796	ENST00000454652	KLHL24
ENSG00000151176	ENST00000280800	PLBD2
ENSG00000197410	ENST00000339452	DCHS2
ENSG00000261587	ENST00000565365	TMEM249
ENSG00000196236	ENST00000357137	XPNPEP3
ENSG00000152977	ENST00000282928	ZIC1
ENSG00000067715	ENST00000261205	SYT1
ENSG00000185070	ENST00000330753	FLRT2
ENSG00000189127	ENST00000338682	ANKRD34B
ENSG00000133773	ENST00000256151	CCDC59
ENSG00000146276	ENST00000454853	GABRR1
ENSG00000162777	ENST00000357640	DENND2D
ENSG00000233348	ENST00000451932	BAG6
ENSG00000137960	ENST00000370759	GIPC2
ENSG00000151532	ENST00000393077	VTI1A
ENSG00000156968	ENST00000396385	MPV17L
ENSG00000130338	ENST00000367097	TULP4
ENSG00000177613	ENST00000331173	CSTF2T
ENSG00000143032	ENST00000370445	BARHL2
ENSG00000139343	ENST00000266735	SNRPF
ENSG00000182177	ENST00000409749	ASB18
ENSG00000184083	ENST00000375180	FAM120C
ENSG00000125815	ENST00000246012	CST8
ENSG00000134748	ENST00000257181	PRPF38A
ENSG00000064886	ENST00000445067	CHI3L2
ENSG00000009844	ENST00000367630	VTA1
ENSG00000179715	ENST00000546455	PCED1B
ENSG00000174579	ENST00000309993	MSL2
ENSG00000105479	ENST00000315396	CCDC114
ENSG00000163291	ENST00000512733	PAQR3
ENSG00000166783	ENST00000396368	MARF1
ENSG00000156219	ENST00000355810	ART3
ENSG00000088888	ENST00000428216	MAVS
ENSG00000106541	ENST00000419304	AGR2
ENSG00000122565	ENST00000337620	CBX3
ENSG00000060069	ENST00000613122	CTDP1
ENSG00000143469	ENST00000629778	SYT14
ENSG00000087008	ENST00000356406	ACOX3
ENSG00000151617	ENST00000324300	EDNRA
ENSG00000111364	ENST00000238146	DDX55
ENSG00000139572	ENST00000551809	GPR84
ENSG00000184060	ENST00000330889	ADAP2
ENSG00000169087	ENST00000306103	HSPBAP1
ENSG00000050438	ENST00000453097	SLC4A8
ENSG00000161638	ENST00000293379	ITGA5
ENSG00000185896	ENST00000332556	LAMP1
ENSG00000118777	ENST00000237612	ABCG2
ENSG00000170456	ENST00000536562	DENND5B
ENSG00000155367	ENST00000309276	PPM1J
ENSG00000133627	ENST00000256001	ACTR3B
ENSG00000183291	ENST00000331835	SELENOF
ENSG00000111554	ENST00000303145	MDM1
ENSG00000144730	ENST00000296318	IL17RD
ENSG00000104825	ENST00000313582	NFKBIB
ENSG00000214128	ENST00000442682	TMEM213
ENSG00000124812	ENST00000335847	CRISP1
ENSG00000165799	ENST00000298690	RNASE7
ENSG00000138660	ENST00000274000	AP1AR
ENSG00000171621	ENST00000328089	SPSB1
ENSG00000224379	ENST00000439112	TCF19
ENSG00000119402	ENST00000608872	FBXW2
ENSG00000263956	ENST00000615281	NBPF11
ENSG00000174749	ENST00000309733	FAM241A
ENSG00000138398	ENST00000260970	PPIG
ENSG00000162601	ENST00000472487	MYSM1
ENSG00000106367	ENST00000337619	AP1S1
ENSG00000100302	ENST00000216127	RASD2
ENSG00000167799	ENST00000376693	NUDT8
ENSG00000052802	ENST00000261507	MSMO1
ENSG00000178732	ENST00000401815	GP5
ENSG00000078814	ENST00000262873	MYH7B
ENSG00000125741	ENST00000323060	OPA3
ENSG00000086015	ENST00000361297	MAST2
ENSG00000163629	ENST00000436978	PTPN13
ENSG00000125798	ENST00000419308	FOXA2
ENSG00000197721	ENST00000508064	CR1L
ENSG00000156738	ENST00000534668	MS4A1
ENSG00000100991	ENST00000252015	TRPC4AP
ENSG00000185798	ENST00000332629	WDR53
ENSG00000070785	ENST00000360403	EIF2B3
ENSG00000229894	ENST00000505354	GK3P
ENSG00000152292	ENST00000389938	SH2D6
ENSG00000165821	ENST00000614342	SALL2
ENSG00000187942	ENST00000344642	LDLRAD2
ENSG00000184828	ENST00000588982	ZBTB7C
ENSG00000173838	ENST00000583600	MARCH10
ENSG00000114315	ENST00000232424	HES1
ENSG00000229353	ENST00000424713	TNXB
ENSG00000240344	ENST00000286175	PPIL3
ENSG00000206378	ENST00000383379	SLC44A4
ENSG00000172053	ENST00000306125	QARS
ENSG00000117425	ENST00000372192	PTCH2
ENSG00000163513	ENST00000359013	TGFBR2
ENSG00000184752	ENST00000327772	NDUFA12
ENSG00000196946	ENST00000359286	ZNF705A
ENSG00000248771	ENST00000507311	SMIM31
ENSG00000177025	ENST00000314391	C19orf18
ENSG00000166974	ENST00000300249	MAPRE2
ENSG00000140873	ENST00000282849	ADAMTS18
ENSG00000106070	ENST00000398812	GRB10
ENSG00000166508	ENST00000303887	MCM7
ENSG00000159082	ENST00000433931	SYNJ1
ENSG00000001617	ENST00000002829	SEMA3F
ENSG00000168843	ENST00000306100	FSTL5
ENSG00000134533	ENST00000256953	RERG
ENSG00000128191	ENST00000351989	DGCR8
ENSG00000031691	ENST00000335783	CENPQ
ENSG00000166192	ENST00000340912	SENP8
ENSG00000237814	ENST00000454649	SFTA2
ENSG00000185697	ENST00000522677	MYBL1
ENSG00000151365	ENST00000281030	THRSP
ENSG00000122194	ENST00000308192	PLG
ENSG00000259112	ENST00000612612	NDUFC2-KCTD14
ENSG00000128253	ENST00000400237	RFPL2
ENSG00000205078	ENST00000378644	SYCE1L
ENSG00000101213	ENST00000542869	PTK6
ENSG00000099901	ENST00000430524	RANBP1
ENSG00000220205	ENST00000488857	VAMP2
ENSG00000151366	ENST00000281031	NDUFC2
ENSG00000182179	ENST00000333486	UBA7
ENSG00000109618	ENST00000382103	SEPSECS
ENSG00000133256	ENST00000496514	PDE6B
ENSG00000134109	ENST00000256497	EDEM1
ENSG00000151364	ENST00000353172	KCTD14
ENSG00000169442	ENST00000374213	CD52
ENSG00000169372	ENST00000542893	CRADD
ENSG00000013364	ENST00000395353	MVP
ENSG00000204161	ENST00000374153	C10orf128
ENSG00000164916	ENST00000328914	FOXK1
ENSG00000142669	ENST00000270792	SH3BGRL3
ENSG00000135486	ENST00000340913	HNRNPA1
ENSG00000158062	ENST00000374222	UBXN11
ENSG00000106128	ENST00000326139	GHRHR
ENSG00000266094	ENST00000579436	RASSF5
ENSG00000171385	ENST00000315987	KCND3
ENSG00000257232	ENST00000548730	DPCR1
ENSG00000134108	ENST00000256496	ARL8B
ENSG00000100191	ENST00000266086	SLC5A4
ENSG00000234545	ENST00000445716	FAM133B
ENSG00000099899	ENST00000439169	TRMT2A
ENSG00000169045	ENST00000356731	HNRNPH1
ENSG00000154328	ENST00000284503	NEIL2
ENSG00000227506	ENST00000420532	MUC21
ENSG00000118596	ENST00000261187	SLC16A7
ENSG00000168944	ENST00000306467	CEP120
ENSG00000143486	ENST00000271764	EIF2D
ENSG00000120756	ENST00000337777	PLS1
ENSG00000206516	ENST00000400714	OR2H1
ENSG00000214309	ENST00000398075	MBLAC1
ENSG00000087085	ENST00000302913	ACHE
ENSG00000104635	ENST00000359741	SLC39A14
ENSG00000166997	ENST00000262932	CNPY4
ENSG00000156234	ENST00000286758	CXCL13
ENSG00000139364	ENST00000299308	TMEM132B
ENSG00000205108	ENST00000378788	FAM205A
ENSG00000280789	ENST00000320330	PAGR1
ENSG00000100284	ENST00000411850	TOM1
ENSG00000206515	ENST00000383643	MAS1L
ENSG00000155545	ENST00000381226	MIER3
ENSG00000228691	ENST00000423382	NEU1
ENSG00000106290	ENST00000437822	TAF6
ENSG00000110079	ENST00000337908	MS4A4A
ENSG00000170545	ENST00000603798	SMAGP
ENSG00000143479	ENST00000367109	DYRK3
ENSG00000277594	ENST00000615769	DDX52
ENSG00000224105	ENST00000440933	C6orf15
ENSG00000182670	ENST00000399017	TTC3
ENSG00000072274	ENST00000360110	TFRC
ENSG00000186513	ENST00000641291	OR9Q2
ENSG00000235744	ENST00000452598	HLA-DOA
ENSG00000170953	ENST00000306842	OR8B12
ENSG00000203972	ENST00000371197	GLYATL3
ENSG00000196119	ENST00000642111	OR8A1
ENSG00000117262	ENST00000313835	GPR89A
ENSG00000182552	ENST00000326397	RWDD4
ENSG00000151239	ENST00000548315	TWF1
ENSG00000132780	ENST00000350030	NASP
ENSG00000197887	ENST00000302592	OR1S2
ENSG00000142002	ENST00000262960	DPP9
ENSG00000154143	ENST00000284288	PANX3
ENSG00000280204	ENST00000624470	OR1S1
ENSG00000180475	ENST00000316770	OR10Q1
ENSG00000125813	ENST00000398485	PAX1
ENSG00000197261	ENST00000529246	C6orf141
ENSG00000162889	ENST00000367103	MAPKAPK2
ENSG00000183283	ENST00000549555	DAZAP2
ENSG00000110723	ENST00000265843	EXPH5
ENSG00000173926	ENST00000308660	MARCH3
ENSG00000172772	ENST00000395079	OR10W1
ENSG00000178234	ENST00000434507	GALNT11
ENSG00000138399	ENST00000453153	FASTKD1
ENSG00000159692	ENST00000290921	CTBP1
ENSG00000197786	ENST00000357377	OR5B17
ENSG00000172769	ENST00000641865	OR5B3
ENSG00000172365	ENST00000641342	OR5B2
ENSG00000162407	ENST00000371250	PLPP3
ENSG00000229685	ENST00000454805	HLA-DPA1
ENSG00000176273	ENST00000427197	SLC35G1
ENSG00000155542	ENST00000285947	SETD9
ENSG00000128604	ENST00000489702	IRF5
ENSG00000259571	ENST00000560104	BLID
ENSG00000172362	ENST00000641921	OR5B12
ENSG00000229432	ENST00000452899	C6orf15
ENSG00000237710	ENST00000454006	HLA-DPB1
ENSG00000166926	ENST00000300182	MS4A6E
ENSG00000175073	ENST00000310421	VCPIP1
ENSG00000137197	ENST00000259726	CDSN
ENSG00000136634	ENST00000423557	IL10
ENSG00000237165	ENST00000457875	CDSN
ENSG00000224544	ENST00000458589	PSORS1C2
ENSG00000166928	ENST00000531783	MS4A14
ENSG00000172986	ENST00000389617	GXYLT2
ENSG00000227246	ENST00000413924	PSORS1C2
ENSG00000235487	ENST00000448455	PSORS1C1
ENSG00000244274	ENST00000372710	DBNDD2
